"","year","employment","edu","sum_number"
"1060",2013,"Financial clerks, all other","college+",25.04
"1061",2013,"Financial clerks, all other","hs-",10.01
"1062",2013,"Financial clerks, all other","hs-college",18.46
"1063",2013,"Financial examiners","college+",11.12
"1064",2013,"Financial examiners","hs-",0.46
"1065",2013,"Financial examiners","hs-college",2.44
"1066",2013,"Financial managers","college+",759.47
"1067",2013,"Financial managers","hs-",143.09
"1068",2013,"Financial managers","hs-college",319.2
"1069",2013,"Financial specialists, all other","college+",55.62
"1070",2013,"Financial specialists, all other","hs-",10.21
"1071",2013,"Financial specialists, all other","hs-college",22.27
"1072",2013,"Firefighters","college+",58
"1073",2013,"Firefighters","hs-",51.38
"1074",2013,"Firefighters","hs-college",191.12
"1075",2013,"First-line supervisors of construction trades and extraction workers","college+",72.11
"1076",2013,"First-line supervisors of construction trades and extraction workers","hs-",352.3
"1077",2013,"First-line supervisors of construction trades and extraction workers","hs-college",207.46
"1078",2013,"First-line supervisors of correctional officers","college+",11.73
"1079",2013,"First-line supervisors of correctional officers","hs-",10.33
"1080",2013,"First-line supervisors of correctional officers","hs-college",18.98
"1081",2013,"First-line supervisors of farming, fishing, and forestry workers","college+",7.73
"1082",2013,"First-line supervisors of farming, fishing, and forestry workers","hs-",30.04
"1083",2013,"First-line supervisors of farming, fishing, and forestry workers","hs-college",11.17
"1084",2013,"First-line supervisors of fire fighting and prevention workers","college+",15.61
"1085",2013,"First-line supervisors of fire fighting and prevention workers","hs-",9.21
"1086",2013,"First-line supervisors of fire fighting and prevention workers","hs-college",36.11
"1087",2013,"First-line supervisors of housekeeping and janitorial workers","college+",37.74
"1088",2013,"First-line supervisors of housekeeping and janitorial workers","hs-",156.33
"1089",2013,"First-line supervisors of housekeeping and janitorial workers","hs-college",105.43
"1090",2013,"First-line supervisors of mechanics, installers, and repairers","college+",40.73
"1091",2013,"First-line supervisors of mechanics, installers, and repairers","hs-",118.58
"1092",2013,"First-line supervisors of mechanics, installers, and repairers","hs-college",119.69
"1093",2013,"First-line supervisors of office and administrative support workers","college+",472.43
"1094",2013,"First-line supervisors of office and administrative support workers","hs-",351.55
"1095",2013,"First-line supervisors of office and administrative support workers","hs-college",566.91
"1096",2013,"First-line supervisors of personal service workers","college+",77.5
"1097",2013,"First-line supervisors of personal service workers","hs-",70.39
"1098",2013,"First-line supervisors of personal service workers","hs-college",89.11
"1099",2013,"First-line supervisors of production and operating workers","college+",129.28
"1100",2013,"First-line supervisors of production and operating workers","hs-",368.59
"1101",2013,"First-line supervisors of production and operating workers","hs-college",271.64
"1102",2013,"First-line supervisors of protective service workers, all other","college+",32.43
"1103",2013,"First-line supervisors of protective service workers, all other","hs-",22.58
"1104",2013,"First-line supervisors of protective service workers, all other","hs-college",41.59
"1105",2013,"First-line supervisors of retail sales workers","college+",868.87
"1106",2013,"First-line supervisors of retail sales workers","hs-",1130.5
"1107",2013,"First-line supervisors of retail sales workers","hs-college",1230.63
"1108",2013,"Flight attendants","college+",33.63
"1109",2013,"Flight attendants","hs-",13.01
"1110",2013,"Flight attendants","hs-college",41.86
"1111",2013,"Food and tobacco roasting, baking, and drying machine operators and tenders","college+",0.94
"1112",2013,"Food and tobacco roasting, baking, and drying machine operators and tenders","hs-",6.27
"1113",2013,"Food and tobacco roasting, baking, and drying machine operators and tenders","hs-college",3.3
"1114",2013,"Food preparation workers","college+",80.64
"1115",2013,"Food preparation workers","hs-",578.49
"1116",2013,"Food preparation workers","hs-college",216.49
"1117",2013,"Food servers, nonrestaurant","college+",19.4
"1118",2013,"Food servers, nonrestaurant","hs-",136.92
"1119",2013,"Food servers, nonrestaurant","hs-college",66.68
"1120",2013,"Food service managers","college+",259.44
"1121",2013,"Food service managers","hs-",415.11
"1122",2013,"Food service managers","hs-college",407.54
"1123",2013,"Forest and conservation workers","college+",2.97
"1124",2013,"Forest and conservation workers","hs-",6.31
"1125",2013,"Forest and conservation workers","hs-college",4.23
"1126",2013,"Fundraisers","college+",70.23
"1127",2013,"Fundraisers","hs-",3.92
"1128",2013,"Fundraisers","hs-college",9.35
"1129",2013,"Furnace, kiln, oven, drier, and kettle operators and tenders","college+",1.23
"1130",2013,"Furnace, kiln, oven, drier, and kettle operators and tenders","hs-",9.5
"1131",2013,"Furnace, kiln, oven, drier, and kettle operators and tenders","hs-college",4.76
"1132",2013,"Furniture finishers","college+",0.74
"1133",2013,"Furniture finishers","hs-",4.58
"1134",2013,"Furniture finishers","hs-college",1.7
"1135",2013,"Gaming cage workers","college+",1.22
"1136",2013,"Gaming cage workers","hs-",4.79
"1137",2013,"Gaming cage workers","hs-college",4.98
"1138",2013,"Gaming managers","college+",5.03
"1139",2013,"Gaming managers","hs-",7.91
"1140",2013,"Gaming managers","hs-college",8.56
"1141",2013,"General and operations managers","college+",552.93
"1142",2013,"General and operations managers","hs-",178.61
"1143",2013,"General and operations managers","hs-college",339.03
"1144",2013,"Glaziers","college+",1.57
"1145",2013,"Glaziers","hs-",30.22
"1146",2013,"Glaziers","hs-college",9.76
"1147",2013,"Graders and sorters, agricultural products","college+",4.45
"1148",2013,"Graders and sorters, agricultural products","hs-",89.25
"1149",2013,"Graders and sorters, agricultural products","hs-college",12.4
"1150",2013,"Hazardous materials removal workers","college+",4.9
"1151",2013,"Hazardous materials removal workers","hs-",20.47
"1152",2013,"Hazardous materials removal workers","hs-college",9.63
"1153",2013,"Health diagnosing and treating practitioners, all other","college+",20.55
"1154",2013,"Health diagnosing and treating practitioners, all other","hs-",0.91
"1155",2013,"Health diagnosing and treating practitioners, all other","hs-college",2.54
"1156",2013,"Heating, air conditioning, and refrigeration mechanics and installers","college+",17.37
"1157",2013,"Heating, air conditioning, and refrigeration mechanics and installers","hs-",185.34
"1158",2013,"Heating, air conditioning, and refrigeration mechanics and installers","hs-college",158.92
"1159",2013,"Highway maintenance workers","college+",3.69
"1160",2013,"Highway maintenance workers","hs-",71.14
"1161",2013,"Highway maintenance workers","hs-college",27.78
"1162",2013,"Home appliance repairers","college+",3.12
"1163",2013,"Home appliance repairers","hs-",27.77
"1164",2013,"Home appliance repairers","hs-college",18.61
"1165",2013,"Hosts and hostesses, restaurant, lounge, and coffee shop","college+",50.03
"1166",2013,"Hosts and hostesses, restaurant, lounge, and coffee shop","hs-",133.32
"1167",2013,"Hosts and hostesses, restaurant, lounge, and coffee shop","hs-college",96.15
"1168",2013,"Hotel, motel, and resort desk clerks","college+",21.32
"1169",2013,"Hotel, motel, and resort desk clerks","hs-",39.73
"1170",2013,"Hotel, motel, and resort desk clerks","hs-college",50.06
"1171",2013,"Human resources assistants, except payroll and timekeeping","college+",42
"1172",2013,"Human resources assistants, except payroll and timekeeping","hs-",28.62
"1173",2013,"Human resources assistants, except payroll and timekeeping","hs-college",61.87
"1174",2013,"Human resources managers","college+",124.49
"1175",2013,"Human resources managers","hs-",33.44
"1176",2013,"Human resources managers","hs-college",63.57
"1177",2013,"Industrial production managers","college+",117.1
"1178",2013,"Industrial production managers","hs-",56.87
"1179",2013,"Industrial production managers","hs-college",84.53
"1180",2013,"Industrial truck and tractor operators","college+",14.22
"1181",2013,"Industrial truck and tractor operators","hs-",400.4
"1182",2013,"Industrial truck and tractor operators","hs-college",132.37
"1183",2013,"Information and record clerks, all other","college+",26.59
"1184",2013,"Information and record clerks, all other","hs-",23.71
"1185",2013,"Information and record clerks, all other","hs-college",53.3
"1186",2013,"Inspectors, testers, sorters, samplers, and weighers","college+",114.12
"1187",2013,"Inspectors, testers, sorters, samplers, and weighers","hs-",314.18
"1188",2013,"Inspectors, testers, sorters, samplers, and weighers","hs-college",259.19
"1189",2013,"Insurance claims and policy processing clerks","college+",67.72
"1190",2013,"Insurance claims and policy processing clerks","hs-",70.31
"1191",2013,"Insurance claims and policy processing clerks","hs-college",120.2
"1192",2013,"Insurance sales agents","college+",274.65
"1193",2013,"Insurance sales agents","hs-",93.07
"1194",2013,"Insurance sales agents","hs-college",203.27
"1195",2013,"Interviewers, except eligibility and loan","college+",35.41
"1196",2013,"Interviewers, except eligibility and loan","hs-",35.55
"1197",2013,"Interviewers, except eligibility and loan","hs-college",69.55
"1198",2013,"Jewelers and precious stone and metal workers","college+",8.35
"1199",2013,"Jewelers and precious stone and metal workers","hs-",23.75
"1200",2013,"Jewelers and precious stone and metal workers","hs-college",17.95
"1201",2013,"Laundry and dry-cleaning workers","college+",10.74
"1202",2013,"Laundry and dry-cleaning workers","hs-",133.76
"1203",2013,"Laundry and dry-cleaning workers","hs-college",31.33
"1204",2013,"Librarians","college+",159.75
"1205",2013,"Librarians","hs-",1.13
"1206",2013,"Librarians","hs-college",26.62
"1207",2013,"Library assistants, clerical","college+",37.63
"1208",2013,"Library assistants, clerical","hs-",19.69
"1209",2013,"Library assistants, clerical","hs-college",34.59
"1210",2013,"Library technicians","college+",14.78
"1211",2013,"Library technicians","hs-",16.25
"1212",2013,"Library technicians","hs-college",10.96
"1213",2013,"Licensed practical and licensed vocational nurses","college+",31.59
"1214",2013,"Licensed practical and licensed vocational nurses","hs-",108.9
"1215",2013,"Licensed practical and licensed vocational nurses","hs-college",403.47
"1216",2013,"Loan interviewers and clerks","college+",40.56
"1217",2013,"Loan interviewers and clerks","hs-",44.3
"1218",2013,"Loan interviewers and clerks","hs-college",71.29
"1219",2013,"Lodging managers","college+",63.7
"1220",2013,"Lodging managers","hs-",35.34
"1221",2013,"Lodging managers","hs-college",49.6
"1222",2013,"Logisticians","college+",40.31
"1223",2013,"Logisticians","hs-",15.19
"1224",2013,"Logisticians","hs-college",35.31
"1225",2013,"Machinists","college+",15.11
"1226",2013,"Machinists","hs-",228.17
"1227",2013,"Machinists","hs-college",154.23
"1228",2013,"Mail clerks and mail machine operators, except postal service","college+",10.13
"1229",2013,"Mail clerks and mail machine operators, except postal service","hs-",38.93
"1230",2013,"Mail clerks and mail machine operators, except postal service","hs-college",28.86
"1231",2013,"Maintenance and repair workers, general","college+",32.54
"1232",2013,"Maintenance and repair workers, general","hs-",246.34
"1233",2013,"Maintenance and repair workers, general","hs-college",172.67
"1234",2013,"Management analysts","college+",611.42
"1235",2013,"Management analysts","hs-",42.77
"1236",2013,"Management analysts","hs-college",138.6
"1237",2013,"Marine engineers and naval architects","college+",7.06
"1238",2013,"Marine engineers and naval architects","hs-",0.95
"1239",2013,"Marine engineers and naval architects","hs-college",1.51
"1240",2013,"Market research analysts and marketing specialists","college+",184
"1241",2013,"Market research analysts and marketing specialists","hs-",10.58
"1242",2013,"Market research analysts and marketing specialists","hs-college",35.65
"1243",2013,"Massage therapists","college+",43.89
"1244",2013,"Massage therapists","hs-",32.17
"1245",2013,"Massage therapists","hs-college",89.1
"1246",2013,"Materials engineers","college+",31.74
"1247",2013,"Materials engineers","hs-",2.19
"1248",2013,"Materials engineers","hs-college",9.03
"1249",2013,"Mechanical engineers","college+",230.93
"1250",2013,"Mechanical engineers","hs-",14.15
"1251",2013,"Mechanical engineers","hs-college",62.73
"1252",2013,"Medical and health services managers","college+",373.23
"1253",2013,"Medical and health services managers","hs-",50.89
"1254",2013,"Medical and health services managers","hs-college",160.87
"1255",2013,"Medical records and health information technicians","college+",17.62
"1256",2013,"Medical records and health information technicians","hs-",22.51
"1257",2013,"Medical records and health information technicians","hs-college",48.87
"1258",2013,"Meeting, convention, and event planners","college+",80.83
"1259",2013,"Meeting, convention, and event planners","hs-",12.85
"1260",2013,"Meeting, convention, and event planners","hs-college",34.82
"1261",2013,"Meter readers, utilities","college+",3.13
"1262",2013,"Meter readers, utilities","hs-",14.88
"1263",2013,"Meter readers, utilities","hs-college",10.94
"1264",2013,"Morticians, undertakers, and funeral directors","college+",13.02
"1265",2013,"Morticians, undertakers, and funeral directors","hs-",3.81
"1266",2013,"Morticians, undertakers, and funeral directors","hs-college",21.68
"1267",2013,"Motion picture projectionists","college+",1.05
"1268",2013,"Motion picture projectionists","hs-",0.93
"1269",2013,"Motion picture projectionists","hs-college",1.51
"1270",2013,"Motor vehicle operators, all other","college+",7.19
"1271",2013,"Motor vehicle operators, all other","hs-",41.37
"1272",2013,"Motor vehicle operators, all other","hs-college",20.07
"1273",2013,"Natural sciences managers","college+",14.68
"1274",2013,"Natural sciences managers","hs-",0.32
"1275",2013,"Natural sciences managers","hs-college",1.01
"1276",2013,"New accounts clerks","college+",7.04
"1277",2013,"New accounts clerks","hs-",6.78
"1278",2013,"New accounts clerks","hs-college",11.65
"1279",2013,"Nonfarm animal caretakers","college+",34.69
"1280",2013,"Nonfarm animal caretakers","hs-",79.47
"1281",2013,"Nonfarm animal caretakers","hs-college",62.83
"1282",2013,"Nurse anesthetists","college+",22.62
"1283",2013,"Nurse anesthetists","hs-",0.59
"1284",2013,"Nurse anesthetists","hs-college",2.27
"1285",2013,"Occupational therapists","college+",103.26
"1286",2013,"Occupational therapists","hs-",0.8
"1287",2013,"Occupational therapists","hs-college",10.81
"1288",2013,"Office clerks, general","college+",238.99
"1289",2013,"Office clerks, general","hs-",381.93
"1290",2013,"Office clerks, general","hs-college",521.43
"1291",2013,"Office machine operators, except computer","college+",5.66
"1292",2013,"Office machine operators, except computer","hs-",21.58
"1293",2013,"Office machine operators, except computer","hs-college",16.27
"1294",2013,"Operations research analysts","college+",91.59
"1295",2013,"Operations research analysts","hs-",7.22
"1296",2013,"Operations research analysts","hs-college",30.18
"1297",2013,"Opticians, dispensing","college+",7.11
"1298",2013,"Opticians, dispensing","hs-",15.05
"1299",2013,"Opticians, dispensing","hs-college",28.33
"1300",2013,"Optometrists","college+",36.67
"1301",2013,"Optometrists","hs-",0.22
"1302",2013,"Optometrists","hs-college",0.11
"1303",2013,"Packaging and filling machine operators and tenders","college+",11.86
"1304",2013,"Packaging and filling machine operators and tenders","hs-",218.09
"1305",2013,"Packaging and filling machine operators and tenders","hs-college",52.54
"1306",2013,"Paralegals and legal assistants","college+",185.36
"1307",2013,"Paralegals and legal assistants","hs-",50.14
"1308",2013,"Paralegals and legal assistants","hs-college",175.08
"1309",2013,"Parking lot attendants","college+",12
"1310",2013,"Parking lot attendants","hs-",44.78
"1311",2013,"Parking lot attendants","hs-college",27.63
"1312",2013,"Paving, surfacing, and tamping equipment operators","college+",0.74
"1313",2013,"Paving, surfacing, and tamping equipment operators","hs-",19.91
"1314",2013,"Paving, surfacing, and tamping equipment operators","hs-college",1.84
"1315",2013,"Payroll and timekeeping clerks","college+",32.35
"1316",2013,"Payroll and timekeeping clerks","hs-",43.23
"1317",2013,"Payroll and timekeeping clerks","hs-college",79.78
"1318",2013,"Personal care aides","college+",150.35
"1319",2013,"Personal care aides","hs-",599.07
"1320",2013,"Personal care aides","hs-college",405.93
"1321",2013,"Personal care and service workers, all other","college+",18.9
"1322",2013,"Personal care and service workers, all other","hs-",42.9
"1323",2013,"Personal care and service workers, all other","hs-college",38.3
"1324",2013,"Pest control workers","college+",8.25
"1325",2013,"Pest control workers","hs-",37.5
"1326",2013,"Pest control workers","hs-college",29.25
"1327",2013,"Pharmacists","college+",274.46
"1328",2013,"Pharmacists","hs-",0.56
"1329",2013,"Pharmacists","hs-college",6.47
"1330",2013,"Photographers","college+",94.51
"1331",2013,"Photographers","hs-",25.24
"1332",2013,"Photographers","hs-college",59.07
"1333",2013,"Photographic process workers and processing machine operators","college+",14.75
"1334",2013,"Photographic process workers and processing machine operators","hs-",15.48
"1335",2013,"Photographic process workers and processing machine operators","hs-college",18.77
"1336",2013,"Physical scientists, all other","college+",153.19
"1337",2013,"Physical scientists, all other","hs-",0.78
"1338",2013,"Physical scientists, all other","hs-college",2.03
"1339",2013,"Physician assistants","college+",88.88
"1340",2013,"Physician assistants","hs-",6.4
"1341",2013,"Physician assistants","hs-college",23.11
"1342",2013,"Plasterers and stucco masons","college+",0.15
"1343",2013,"Plasterers and stucco masons","hs-",19.06
"1344",2013,"Plasterers and stucco masons","hs-college",3.27
"1345",2013,"Podiatrists","college+",10.42
"1346",2013,"Podiatrists","hs-",0.09
"1347",2013,"Podiatrists","hs-college",0
"1348",2013,"Postal service clerks","college+",19.96
"1349",2013,"Postal service clerks","hs-",45.63
"1350",2013,"Postal service clerks","hs-college",58.41
"1351",2013,"Prepress technicians and workers","college+",5.39
"1352",2013,"Prepress technicians and workers","hs-",14.17
"1353",2013,"Prepress technicians and workers","hs-college",11.44
"1354",2013,"Pressers, textile, garment, and related materials","college+",1.68
"1355",2013,"Pressers, textile, garment, and related materials","hs-",45.57
"1356",2013,"Pressers, textile, garment, and related materials","hs-college",7.25
"1357",2013,"Private detectives and investigators","college+",53.86
"1358",2013,"Private detectives and investigators","hs-",10.3
"1359",2013,"Private detectives and investigators","hs-college",30.34
"1360",2013,"Procurement clerks","college+",9.18
"1361",2013,"Procurement clerks","hs-",5.61
"1362",2013,"Procurement clerks","hs-college",12.23
"1363",2013,"Production, planning, and expediting clerks","college+",86.15
"1364",2013,"Production, planning, and expediting clerks","hs-",79.5
"1365",2013,"Production, planning, and expediting clerks","hs-college",111.08
"1366",2013,"Proofreaders and copy markers","college+",5.01
"1367",2013,"Proofreaders and copy markers","hs-",1.58
"1368",2013,"Proofreaders and copy markers","hs-college",1.91
"1369",2013,"Property, real estate, and community association managers","college+",255.71
"1370",2013,"Property, real estate, and community association managers","hs-",155.11
"1371",2013,"Property, real estate, and community association managers","hs-college",238.18
"1372",2013,"Public relations and fundraising managers","college+",48.3
"1373",2013,"Public relations and fundraising managers","hs-",1.81
"1374",2013,"Public relations and fundraising managers","hs-college",6.33
"1375",2013,"Public relations specialists","college+",123.58
"1376",2013,"Public relations specialists","hs-",6.53
"1377",2013,"Public relations specialists","hs-college",21.74
"1378",2013,"Purchasing managers","college+",123.62
"1379",2013,"Purchasing managers","hs-",24.72
"1380",2013,"Purchasing managers","hs-college",52.66
"1381",2013,"Rail-track laying and maintenance equipment operators","college+",0.36
"1382",2013,"Rail-track laying and maintenance equipment operators","hs-",7.24
"1383",2013,"Rail-track laying and maintenance equipment operators","hs-college",3.89
"1384",2013,"Railroad conductors and yardmasters","college+",7.34
"1385",2013,"Railroad conductors and yardmasters","hs-",19.02
"1386",2013,"Railroad conductors and yardmasters","hs-college",24.69
"1387",2013,"Receptionists and information clerks","college+",210.17
"1388",2013,"Receptionists and information clerks","hs-",481.84
"1389",2013,"Receptionists and information clerks","hs-college",590.77
"1390",2013,"Refuse and recyclable material collectors","college+",4.71
"1391",2013,"Refuse and recyclable material collectors","hs-",80.03
"1392",2013,"Refuse and recyclable material collectors","hs-college",22.26
"1393",2013,"Registered nurses","college+",1632.07
"1394",2013,"Registered nurses","hs-",37.49
"1395",2013,"Registered nurses","hs-college",1213.95
"1396",2013,"Religious workers, all other","college+",43.39
"1397",2013,"Religious workers, all other","hs-",9.51
"1398",2013,"Religious workers, all other","hs-college",18.52
"1399",2013,"Reservation and transportation ticket agents and travel clerks","college+",32.09
"1400",2013,"Reservation and transportation ticket agents and travel clerks","hs-",31.5
"1401",2013,"Reservation and transportation ticket agents and travel clerks","hs-college",54.28
"1402",2013,"Residential advisors","college+",15.73
"1403",2013,"Residential advisors","hs-",11.47
"1404",2013,"Residential advisors","hs-college",21.86
"1405",2013,"Retail salespersons","college+",850.94
"1406",2013,"Retail salespersons","hs-",1169.64
"1407",2013,"Retail salespersons","hs-college",1264.91
"1408",2013,"Roofers","college+",6.39
"1409",2013,"Roofers","hs-",165.98
"1410",2013,"Roofers","hs-college",27.34
"1411",2013,"Sales engineers","college+",22.4
"1412",2013,"Sales engineers","hs-",2.05
"1413",2013,"Sales engineers","hs-college",7.05
"1414",2013,"Sales representatives, services, all other","college+",212.03
"1415",2013,"Sales representatives, services, all other","hs-",80.46
"1416",2013,"Sales representatives, services, all other","hs-college",152.47
"1417",2013,"Sawing machine setters, operators, and tenders, wood","college+",0.69
"1418",2013,"Sawing machine setters, operators, and tenders, wood","hs-",25.8
"1419",2013,"Sawing machine setters, operators, and tenders, wood","hs-college",5.01
"1420",2013,"Securities, commodities, and financial services sales agents","college+",196.41
"1421",2013,"Securities, commodities, and financial services sales agents","hs-",22.87
"1422",2013,"Securities, commodities, and financial services sales agents","hs-college",59.15
"1423",2013,"Sewing machine operators","college+",9.23
"1424",2013,"Sewing machine operators","hs-",128.96
"1425",2013,"Sewing machine operators","hs-college",23.81
"1426",2013,"Sheet metal workers","college+",5.31
"1427",2013,"Sheet metal workers","hs-",72.22
"1428",2013,"Sheet metal workers","hs-college",40.59
"1429",2013,"Shipping, receiving, and traffic clerks","college+",44.15
"1430",2013,"Shipping, receiving, and traffic clerks","hs-",321.55
"1431",2013,"Shipping, receiving, and traffic clerks","hs-college",179.31
"1432",2013,"Social and community service managers","college+",225.15
"1433",2013,"Social and community service managers","hs-",30.73
"1434",2013,"Social and community service managers","hs-college",67.61
"1435",2013,"Stationary engineers and boiler operators","college+",13.68
"1436",2013,"Stationary engineers and boiler operators","hs-",47.91
"1437",2013,"Stationary engineers and boiler operators","hs-college",44.62
"1438",2013,"Statistical assistants","college+",8.59
"1439",2013,"Statistical assistants","hs-",7.78
"1440",2013,"Statistical assistants","hs-college",11.64
"1441",2013,"Stock clerks and order fillers","college+",145.09
"1442",2013,"Stock clerks and order fillers","hs-",852.77
"1443",2013,"Stock clerks and order fillers","hs-college",482.65
"1444",2013,"Structural iron and steel workers","college+",3.48
"1445",2013,"Structural iron and steel workers","hs-",35.74
"1446",2013,"Structural iron and steel workers","hs-college",17.78
"1447",2013,"Structural metal fabricators and fitters","college+",0.89
"1448",2013,"Structural metal fabricators and fitters","hs-",14.81
"1449",2013,"Structural metal fabricators and fitters","hs-college",8.33
"1450",2013,"Surveying and mapping technicians","college+",6.95
"1451",2013,"Surveying and mapping technicians","hs-",20.31
"1452",2013,"Surveying and mapping technicians","hs-college",38.31
"1453",2013,"Switchboard operators, including answering service","college+",4.79
"1454",2013,"Switchboard operators, including answering service","hs-",13.09
"1455",2013,"Switchboard operators, including answering service","hs-college",15.61
"1456",2013,"Tax examiners and collectors, and revenue agents","college+",32.23
"1457",2013,"Tax examiners and collectors, and revenue agents","hs-",13.91
"1458",2013,"Tax examiners and collectors, and revenue agents","hs-college",24.85
"1459",2013,"Taxi drivers and chauffeurs","college+",56.28
"1460",2013,"Taxi drivers and chauffeurs","hs-",177.26
"1461",2013,"Taxi drivers and chauffeurs","hs-college",103.46
"1462",2013,"Teacher assistants","college+",221.56
"1463",2013,"Teacher assistants","hs-",289.65
"1464",2013,"Teacher assistants","hs-college",396.8
"1465",2013,"Telemarketers","college+",18.91
"1466",2013,"Telemarketers","hs-",34.49
"1467",2013,"Telemarketers","hs-college",41.61
"1468",2013,"Telephone operators","college+",4.93
"1469",2013,"Telephone operators","hs-",13.7
"1470",2013,"Telephone operators","hs-college",16.82
"1471",2013,"Tellers","college+",71.15
"1472",2013,"Tellers","hs-",136.7
"1473",2013,"Tellers","hs-college",166.65
"1474",2013,"Tool and die makers","college+",2.56
"1475",2013,"Tool and die makers","hs-",24.8
"1476",2013,"Tool and die makers","hs-college",27.2
"1477",2013,"Training and development managers","college+",23.65
"1478",2013,"Training and development managers","hs-",2.1
"1479",2013,"Training and development managers","hs-college",9.24
"1480",2013,"Training and development specialists","college+",63.58
"1481",2013,"Training and development specialists","hs-",17.52
"1482",2013,"Training and development specialists","hs-college",41.28
"1483",2013,"Transportation attendants, except flight attendants","college+",4.2
"1484",2013,"Transportation attendants, except flight attendants","hs-",20.59
"1485",2013,"Transportation attendants, except flight attendants","hs-college",12.75
"1486",2013,"Transportation inspectors","college+",6.64
"1487",2013,"Transportation inspectors","hs-",14.94
"1488",2013,"Transportation inspectors","hs-college",18.91
"1489",2013,"Transportation, storage, and distribution managers","college+",83.75
"1490",2013,"Transportation, storage, and distribution managers","hs-",96.97
"1491",2013,"Transportation, storage, and distribution managers","hs-college",95.05
"1492",2013,"Travel agents","college+",28.28
"1493",2013,"Travel agents","hs-",13.58
"1494",2013,"Travel agents","hs-college",33.15
"1495",2013,"Urban and regional planners","college+",22.2
"1496",2013,"Urban and regional planners","hs-",0.34
"1497",2013,"Urban and regional planners","hs-college",1.44
"1498",2013,"Ushers, lobby attendants, and ticket takers","college+",10.41
"1499",2013,"Ushers, lobby attendants, and ticket takers","hs-",18.45
"1500",2013,"Ushers, lobby attendants, and ticket takers","hs-college",12.13
"1501",2013,"Veterinarians","college+",85.57
"1502",2013,"Veterinarians","hs-",0.17
"1503",2013,"Veterinarians","hs-college",0.17
"1504",2013,"Waiters and waitresses","college+",339.84
"1505",2013,"Waiters and waitresses","hs-",991.91
"1506",2013,"Waiters and waitresses","hs-college",790.13
"1507",2013,"Water and wastewater treatment plant and system operators","college+",7.7
"1508",2013,"Water and wastewater treatment plant and system operators","hs-",30.59
"1509",2013,"Water and wastewater treatment plant and system operators","hs-college",31.78
"1510",2013,"Weighers, measurers, checkers, and samplers, recordkeeping","college+",11.22
"1511",2013,"Weighers, measurers, checkers, and samplers, recordkeeping","hs-",41
"1512",2013,"Weighers, measurers, checkers, and samplers, recordkeeping","hs-college",26.78
"1513",2015,"Accountants and auditors","college+",1404.76
"1514",2015,"Accountants and auditors","hs-",76.95
"1515",2015,"Accountants and auditors","hs-college",307.79
"1516",2015,"Actors","college+",24.16
"1517",2015,"Actors","hs-",6.23
"1518",2015,"Actors","hs-college",11.08
"1519",2015,"Actuaries","college+",26.48
"1520",2015,"Actuaries","hs-",0
"1521",2015,"Actuaries","hs-college",0.51
"1522",2015,"Adhesive bonding machine operators and tenders","college+",0.37
"1523",2015,"Adhesive bonding machine operators and tenders","hs-",7.63
"1524",2015,"Adhesive bonding machine operators and tenders","hs-college",2.51
"1525",2015,"Administrative services managers","college+",52.43
"1526",2015,"Administrative services managers","hs-",27.11
"1527",2015,"Administrative services managers","hs-college",49.09
"1528",2015,"Advertising and promotions managers","college+",50.11
"1529",2015,"Advertising and promotions managers","hs-",3.2
"1530",2015,"Advertising and promotions managers","hs-college",10.63
"1531",2015,"Advertising sales agents","college+",139.46
"1532",2015,"Advertising sales agents","hs-",27.85
"1533",2015,"Advertising sales agents","hs-college",66.93
"1534",2015,"Aerospace engineers","college+",113.09
"1535",2015,"Aerospace engineers","hs-",3.29
"1536",2015,"Aerospace engineers","hs-college",14.99
"1537",2015,"Agents and business managers of artists, performers, and athletes","college+",30.74
"1538",2015,"Agents and business managers of artists, performers, and athletes","hs-",7.94
"1539",2015,"Agents and business managers of artists, performers, and athletes","hs-college",14.31
"1540",2015,"Agricultural and food science technicians","college+",8.55
"1541",2015,"Agricultural and food science technicians","hs-",8.46
"1542",2015,"Agricultural and food science technicians","hs-college",12.99
"1543",2015,"Agricultural inspectors","college+",5.05
"1544",2015,"Agricultural inspectors","hs-",4.19
"1545",2015,"Agricultural inspectors","hs-college",4.76
"1546",2015,"Aircraft mechanics and service technicians","college+",18.74
"1547",2015,"Aircraft mechanics and service technicians","hs-",43.16
"1548",2015,"Aircraft mechanics and service technicians","hs-college",95.45
"1549",2015,"Aircraft structure, surfaces, rigging, and systems assemblers","college+",1.29
"1550",2015,"Aircraft structure, surfaces, rigging, and systems assemblers","hs-",11.08
"1551",2015,"Aircraft structure, surfaces, rigging, and systems assemblers","hs-college",6.1
"1552",2015,"Ambulance drivers and attendants, except emergency medical technicians","college+",2.55
"1553",2015,"Ambulance drivers and attendants, except emergency medical technicians","hs-",7.88
"1554",2015,"Ambulance drivers and attendants, except emergency medical technicians","hs-college",8.08
"1555",2015,"Animal control workers","college+",1.3
"1556",2015,"Animal control workers","hs-",4.21
"1557",2015,"Animal control workers","hs-college",5.51
"1558",2015,"Animal trainers","college+",12.64
"1559",2015,"Animal trainers","hs-",12.24
"1560",2015,"Animal trainers","hs-college",15.12
"1561",2015,"Appraisers and assessors of real estate","college+",51.47
"1562",2015,"Appraisers and assessors of real estate","hs-",10.79
